codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
40147;095/2012;2012-02-22;2012-12-11;2015-08-06;Avaliar junto à Autoridade Primária de Certificação a possibilidade de identificar os pinos de fixação por Part Number (PN), de modo a evitar que sejam manufaturados nas oficinas de manutenção.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40148;175/2011;2011-08-01;2011-08-25;2014-07-17;Incrementar a verificação de proficiência dos pilotos da aviação geral no tocante ao planejamento dos voos, visando assegurar-se da sua capacidade de prover uma autonomia adequada ao voo a ser realizado.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40149;208/2011;2011-08-29;2011-09-29;2014-07-17;Incrementar os meios de controle e fiscalização de seus examinadores, de modo a assegurar-se que as atividades exercidas por eles atendam os procedimentos, normas e regulamentos previstos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40149;209/2011;2011-08-29;2011-09-29;2011-10-31;Divulgar os ensinamentos resultantes deste acidente aeronáutico, de forma a enfatizar aos Inspetores de Aviação Civil e examinadores credenciados a importância de cumprir os procedimentos estabelecidos nos manuais de voo das aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40171;036/2011;2011-05-18;2011-05-27;2014-10-27;Realizar uma auditoria no Aeroclube de Porto Nacional a fim de verificar a conformidade dos serviços de manutenção com os requisitos aplicáveis.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40171;037/2011;2011-05-18;2011-05-27;2011-09-15;Incrementar a fiscalização dos aeroclubes e escolas de aviação, visando detectar e corrigir irregularidades no processo de manutenção das aeronaves antes que venham a contribuir para a ocorrência de acidentes aeronáuticos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40190;018/D/11;2011-04-27;2011-04-29;NULL;Promover a divulgação dos ensinamentos do incidente aos tripulantes técnicos com a finalidade de mitigar a possibilidade da reincidência deste tipo de ocorrência.;AGUARDANDO RESPOSTA;AVIANCA;AVIANCA LINHAS AÉREAS
40190;019/D/11;2011-04-27;2011-04-29;NULL;Reavaliar os procedimentos na rotina operacional dos tripulantes técnicos no que diz respeito aos procedimentos após pouso e consulta às cartas de aeródromo (ADC) que orientam o táxi seguro de suas aeronaves em direção aos pátios de estacionamento, mitigando, desta maneira, qualquer possibilidade de uma incursão em pista.;AGUARDANDO RESPOSTA;AVIANCA;AVIANCA LINHAS AÉREAS
40190;020/D/11;2011-04-27;2011-04-29;2011-10-24;Reavaliar se a sinalização vertical de orientação das aeronaves existente no sistema 10/28 de SBGL está atendendo os mínimos de segurança previstos no capítulo 5 do anexo 14 da OACI.;***;INFRAERO;EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA
40213;IG-532/CENIPA/2018 -01;2020-05-29;2020-06-23;2020-07-08;ATUAR JUNTO AOS OPERADORES DE AERONAVES CIVIS BRASILEIRAS, A FIM DE REFORçAR O FIEL CUMPRIMENTO DO CAPíTULO VI DO CóDIGO BRASILEIRO DE AERONáUTICA, “DO ACESSO AOS DESTROçOS DE AERONAVE”, INCORPORADO POR MEIO DA LEI Nº 12.970, DE 8 DE MAIO DE 2014.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40214;210/2011;2011-08-29;2011-09-29;2012-02-13;Realizar uma vistoria de segurança de voo na Fundação Nacional do Índio, visando verificar as suas condições operacionais.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40264;146/2012;2012-03-22;2012-04-20;2012-10-30;Divulgar os ensinamentos colhidos na presente investigação às empresas de Táxi-Aéreo, alertando quanto aos riscos decorrentes de um deficiente planejamento de voo e de inadequada supervisão gerencial.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40264;147/2012;2012-03-22;2012-04-20;NULL;Criar mecanismos de supervisão das suas atividades aéreas, visando assegurar-se do adequado planejamento dos vôos, em especial no tocante ao conhecimento prévio das características do aeródromo a ser utilizado.;AGUARDANDO RESPOSTA;JM;JM TÁXI AÉREO
40267;IG-580/CENIPA/2016 - 01;2018-12-04;2018-12-04;NULL;Atuar junto à Addey Táxi Aéreo Ltda., a fim de verificar se o operador mantém atualizados os registros de todos os serviços de manutenção realizados e dos componentes instalados em suas aeronaves, na forma e no prazo estabelecidos no Regulamento de Aviação Civil nº 135.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40267;IG-580/CENIPA/2016 - 02;2018-12-04;2018-12-04;NULL;Atuar junto à Aeroespina Ltda., a fim de que aquela organização aperfeiçoe seus mecanismos de supervisão gerencial, no âmbito técnico/administrativo, com o objetivo de manter rigorosamente atualizados os registros de todos os serviços de manutenção realizados, conforme os termos e previsões estabelecidos no Regulamento Brasileiro de Aviação Civil nº 145.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40269;IG-533/CENIPA/2018 - 01;2019-03-11;2019-03-11;NULL;Divulgar os ensinamentos colhidos na presente investigação, com a finalidade de alertar operadores e oficinas de manutenção de aeronaves, quanto aos riscos associados à utilização de itens/componentes não certificados ou não previstos pelos fabricantes durante os serviços de manutenção.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40271;070/2011;2011-06-30;2011-08-01;2012-03-01;Realizar uma Vistoria de Segurança de Voo na Brás Flight Escola Brasileira de Aviação Civil Ltda., a fim de verificar a conformidade de sua operação com os requisitos previstos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40271;071/2011;2011-06-30;2011-07-19;NULL;Implantar mecanismos de gerenciamento do risco de suas atividades aéreas, dando especial atenção à operação no Aeródromo de Encanta Moça - PE.;AGUARDANDO RESPOSTA;BRÁS FLIGHT;BRÁS FLIGHT-ESCOLA BRASILEIRA DE AVIAÇÃO CIVIL
40316;IG-053/CENIPA/2013 - RSV 001;2013-11-12;2015-04-14;2016-01-25;Realizar auditoria especial na empresa HELIT Manutenção de Helicópteros Ltda., a fim de verificar a capacidade do sistema de controle de qualidade, das instalações, dos equipamentos, do pessoal e dos processos empregados na referida oficina, quanto à sua adequação ao volume de serviços contratados e à conformidade com os padrões estabelecidos na regulamentação.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40316;IG-053/CENIPA/2013 - RSV 002;2013-11-12;2015-04-14;2015-08-17;Divulgar o conteúdo do presente relatório durante a realização de seminários, palestras e atividades afins voltadas aos proprietários, operadores, exploradores e mantenedores de aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40316;IG-053/CENIPA/2013 - RSV 003;2013-11-12;2015-04-14;2016-06-21;Realizar auditoria de Segurança Operacional no Batalhão de Radiopatrulhamento Aéreo da PM-MG, de modo a levantar condições de risco e propor ações mitigadoras no que diz respeito aos processos de supervisão dos serviços de manutenção externos e internos aplicados pelo operador.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;440/2012;2012-10-17;2012-11-01;2016-05-24;Atuar junto ao Grupamento de Operações Aéreas do CBMERJ, visando desenvolver e instituir procedimentos padronizados para as atividades aéreas e divulgá-los a todos os tripulantes, em especial aqueles que operam aeronaves de asa fixa.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;441/2012;2012-10-17;2012-11-01;2016-05-24;Atuar junto ao Grupamento de Operações Aéreas do CBMERJ, visando desenvolver e instituir um programa de treinamento e de avaliação de pilotos.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;442/2012;2012-10-17;2012-11-01;2016-05-24;Atuar junto ao Grupamento de Operações Aéreas do CBMERJ, visando designar uma pessoa, com curso de prevenção de acidentes aeronáuticos, habilitada na aeronave e qualificada na missão para atuar nas atividades de prevenção na sede do destacamento 2/GOA.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;443/2012;2012-10-17;2012-11-01;2016-09-29;Atuar junto ao Grupamento de Operações Aéreas do CBMERJ, visando estabelecer critérios e procedimentos para avaliação prévia da pertinência e adequação de conteúdos de cursos de habilitações em aeronaves, que não estejam diretamente relacionados com a missão atribuída à Corporação, a exemplo do curso de piloto agrícola.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;444/2012;2012-10-17;2012-11-01;2016-05-24;Atuar junto ao Grupamento de Operações Aéreas do CBMERJ, visando estabelecer um sistema de reportes voluntário, a exemplo do Relatório de Prevenção (RELPREV), a fim de permitir que a direção da organização tome conhecimento de condições inseguras existentes oportunamente e possa adotar ações para mitigar o risco.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;445/2012;2012-10-17;2012-11-01;2016-09-29;Elaborar estudos para reavaliar os requisitos de habilitação para operação da aeronave AT-802, em função do estabelecido na IAC 3235 e do alto índice de acidentes e incidentes graves envolvendo este modelo no Brasil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;446/2012;2012-10-17;2012-11-01;2016-05-24;Reavaliar os requisitos organizacionais e operacionais para operações aéreas de segurança pública e defesa civil, considerando o grande crescimento dessa atividade e o aumento da complexidade das organizações desse tipo no Brasil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40554;447/2012;2012-10-17;2012-11-01;2016-02-23;Atuar junto à Administração do Aeródromo de Resende, visando adequar a sinalização horizontal do aeródromo em conformidade com o estabelecido no RBAC 154, emitido pela ANAC.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40573;211/2011;2011-08-29;2011-09-29;2014-10-27;Realizar vistoria de segurança de voo na TBA - Tecnologia Brasileira de Aeronáutica S/A, buscando certificar a atualização e o cumprimento das DA e dos Boletins de Serviço, referentes às aeronaves, hélices e componentes constantes do seu adendo, com especial atenção à aeronave Cessna 172F.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40573;212/2011;2011-08-29;2011-09-29;2014-10-27;Orientar os inspetores, com base nos ensinamentos colhidos na presente investigação e nos resultados de auditorias realizadas em oficinas de manutenção, para que se certifiquem da atualização das DA e dos Boletins de Serviço referentes às aeronaves, motores, hélices e componentes constantes nos adendos aos certificados de homologação das oficinas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40583;072/D/11;2011-06-30;2011-08-01;2011-09-12;Divulgar este Relatório Final aos operadores de aeronave C90, alertando para a observação do adequado travamento do fecho das carenagens dos motores.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40732;IG-582/CENIPA/2016 - 01;2016-12-01;2016-12-14;2017-05-24;Adotar medidas para que o operador da aeronave de marcas PT-BXF restabeleça a configuração prevista nos manuais do fabricante para a aeronave CESSNA modelo 150E, notadamente no que se refere ao sistema de combustível.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40732;IG-582/CENIPA/2016 - 02;2016-12-01;2016-12-14;2017-05-24;Adotar as medidas julgadas cabíveis a fim de verificar as condições de  aeronavegabilidade da aeronave de matrícula PT-BXF.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40732;IG-582/CENIPA/2016 - 03;2016-12-01;2016-12-14;2017-05-24;Certificar-se de que a CFA – CURSOS ESCOLA DE AVIAÇÃO CIVIL (Salvador) possui mecanismos de supervisão de forma a assegurar que os serviços de manutenção realizados nas suas aeronaves sejam executados conforme as normas previstas na  legislação em vigor.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40732;IG-582/CENIPA/2016 - 04;2016-12-01;2016-12-14;2017-05-24;Certificar-se que os serviços de manutenção realizados pela oficina Tecnologia Brasileira de Aeronáutica – TBA ocorrem de forma a cumprir fielmente os itens contemplados nas Fichas de Inspeção e Manuais de Manutenção das aeronaves por ela manutenidas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40732;IG-582/CENIPA/2016 - 05;2016-12-01;2016-12-14;2017-05-24;Realizar auditoria no CFA – CURSOS ESCOLA DE AVIAÇÃO CIVIL (Salvador), buscando se certificar do adequado atendimento da letra (a), da Seção 141.81, do RBHA 141, que   se refere às responsabilidades do Coordenador de Curso.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40793;213/2011;2011-08-29;2011-08-29;NULL;Revisar os seus mecanismos de supervisão dos serviços de manutenção das aeronaves, visando assegurar-se da utilização de pessoal qualificado, bem como do cumprimento do previsto pelos fabricantes, em especial no tocante aos procedimentos de conservação e estocagem de aeronaves paradas.;***;AEROC-PNA;AEROCLUBE DE PORTO NACIONAL
40793;214/2011;2011-08-29;2011-08-29;NULL;Revisar o seu Programa de Formação de Instrutores, a fim de fornecer orientações claras sobre emergências após a decolagem e o seu gerenciamento.;***;AEROC-PNA;AEROCLUBE DE PORTO NACIONAL
40793;215/2011;2011-08-29;2011-09-29;2013-03-20;Realizar uma Vistoria de Segurança de Voo no Aeroclube de Porto Nacional, visando verificar as suas condições operacionais, os serviços de manutenção e a sua supervisão.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40855;131/2011;2011-08-01;2011-08-25;2012-03-09;Realizar Vistoria de Segurança de Voo especial na empresa JVC Aerotáxi Ltda., com a finalidade de verificar a conformidade dos procedimentos operacionais, de treinamento e de manutenção com os requisitos mínimos de segurança estabelecidos na legislação aeronáutica.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40855;132/2011;2011-08-01;2011-08-25;2014-04-28;Realizar Vistoria de Segurança de Voo especial na empresa Cleiton Táxi-Aéreo Ltda., com a finalidade de verificar a conformidade dos procedimentos operacionais, de treinamento e de manutenção com os requisitos mínimos de segurança estabelecidos na legislação aeronáutica.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40855;133/2011;2011-08-01;2011-08-25;2016-01-07;Intensificar as vistorias de rampa no Aeródromo de Flores, visando coibir a prática de violações a normas vigentes.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
40855;134/2011;2011-08-01;2011-08-25;2011-09-23;Divulgar às oficinas de manutenção, autorizadas a realizar Revisão Geral de motores, os ensinamentos colhidos neste acidente.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41053;148/2012;2012-03-22;2012-04-20;2012-08-21;Divulgar os ensinamentos colhidos desta investigação aos operadores de Táxi-Aéreo, a fim de evitar a recorrência de novos acidentes.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41053;149/2012;2012-03-22;2012-04-20;2012-09-27;Verificar as condições operacionais da Táxi Aéreo Weiss Ltda, em especial no tocante ao acompanhamento das atividades aéreas e à aplicação do Programa de Treinamento.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41155;254/2012;2012-07-03;2012-08-07;2012-09-12;Divulgar os ensinamentos de presente relatório aos operadores de aeronaves do modelo PA-42-1000 que estejam voando no Brasil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41155;255/2012;2012-07-03;2012-08-07;2016-12-19;Avaliar a necessidade de estabelecer inspeções adicionais nos cabos teleflex de comandamento de hélice e de potência, com base nas ocorrências de rompimento destes cabos relatadas nos Service Difficulty Reports.;NÃO CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41155;256/2012;2012-07-03;2012-08-07;2016-03-01;Orientar os operadores regidos pelo RBAC 135 e os pilotos que operam segundo o RBHA 91, para que seja enfatizada, no treinamento ministrado aos pilotos, a importância de adotar uma postura conservativa em prol da segurança de voo, em caso de constatação de problemas técnicos, avaliando a condição de perigo e o risco associado, prosseguindo, sempre que possível, para aeródromos com infraestrutura condizente com a gravidade da situação de emergência.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41155;257/2012;2012-07-03;2012-08-07;2015-12-16;Determinar ao DAESP a retirada dos cupinzeiros existentes nas laterais e imediações da pista, bem como de valas formadas pelas águas de chuvas, no aeródromo de Jundiaí, com vistas à mitigação de riscos e à eliminação do perigo atualmente existente.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41155;258/2012;2012-07-03;2012-07-03;NULL;Divulgar os ensinamentos do presente relatório aos operadores de aeronaves do modelo PA-42-1000.;AGUARDANDO RESPOSTA;FAA;FEDERAL AVIATION ADMINISTRATION
41179;IG-010/CENIPA/2013-RSV001;2013-09-22;2015-04-14;2016-09-23;Atuar junto as Empresas Aéreas reguladas pelo RBAC 121 no sentido de aprimorar os processos de supervisão gerencial e coordenação entre os setores de Safety, Operações e Manutenção, com o objetivo de identificar condições latentes, como por exemplo, aeronaves que estejam apresentando panes repetitivas (dificuldade em serviço) e que possam vir a comprometer a segurança operacional, de modo que sejam estabelecidas medidas mitigadoras mais eficientes.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
41179;IG-010/CENIPA/2013-RSV002;2013-09-22;2015-04-14;2016-09-23;Formalizar orientação reguladora às Empresas Aéreas reguladas pelo RBAC 121 que criem procedimentos internos de preservação de dados do Cockpit Voice Recorder (CVR), em caso de ocorrências aeronáuticas, a fim de resguardar as gravações de áudio para melhor subsidiar as investigações.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
