codigo_ocorrencia2;aeronave_matricula;aeronave_operador_categoria;aeronave_tipo_veiculo;aeronave_fabricante;aeronave_modelo;aeronave_tipo_icao;aeronave_motor_tipo;aeronave_motor_quantidade;aeronave_pmd;aeronave_pmd_categoria;aeronave_assentos;aeronave_ano_fabricacao;aeronave_pais_fabricante;aeronave_pais_registro;aeronave_registro_categoria;aeronave_registro_segmento;aeronave_voo_origem;aeronave_voo_destino;aeronave_fase_operacao;aeronave_tipo_operacao;aeronave_nivel_dano;aeronave_fatalidades_total
40251;PTHML;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;HB-350B;AS50;TURBOEIXO;MONOMOTOR;1950;1950;6;1983;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;PAIRADO;POLICIAL;NENHUM;0
40258;PRVOA;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1977;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;TÁXI AÉREO;LEVE;0
40260;PPEJJ;ADMINISTRAÇÃO DIRETA;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;1996;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;POLICIAL;LEVE;0
40261;PUEPM;EXPERIMENTAL;ULTRALEVE;EDSON PIMENTEL MATHEUS;MAX M22;ULAC;PISTÃO;MONOMOTOR;550;550;2;2002;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;LEVE;0
40262;PTXIB;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;560XL;C56X;JATO;BIMOTOR;9072;9072;10;1999;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;LEVE;0
40264;PTESS;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;6;1978;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;ESTÂNCIA SANTA RITA;FAZENDA SANTO ANTÔNIO;POUSO;TÁXI AÉREO;SUBSTANCIAL;0
40267;PTIPO;***;AVIÃO;PIPER AIRCRAFT;PA-31;PA31;PISTÃO;BIMOTOR;2948;2948;8;1973;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;DEPUTADO LUÍS EDUARDO MAGALHÃES;LORENZO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
40269;PTWYD;***;AVIÃO;CESSNA AIRCRAFT;310R;C310;PISTÃO;BIMOTOR;2495;2495;6;1979;BRASIL;BRASIL;AVIÃO;PARTICULAR;PRESIDENTE JUSCELINO KUBITSCHEK;ANÁPOLIS;POUSO;PRIVADA;LEVE;0
40270;PREJM;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1985;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;PARTIDA DO MOTOR;INSTRUÇÃO;SUBSTANCIAL;0
40271;PPRTO;***;AVIÃO;CIA AERONAUTICA PAULISTA;CAP-4;PAUL;PISTÃO;MONOMOTOR;587;587;2;1946;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;ENCANTA MOÇA;FAZENDA BUSATO 1;DECOLAGEM;INSTRUÇÃO;LEVE;0
40273;PTMEA;***;AVIÃO;CESSNA AIRCRAFT;208B;C208;TURBOÉLICE;MONOMOTOR;3969;3969;11;1993;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;LEVE;0
40275;PRBZE;PARTICULAR;AVIÃO;PILATUS;PC-12/45;PC12;TURBOÉLICE;MONOMOTOR;4500;4500;10;2004;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;POLICIAL;NENHUM;0
40287;PTDYZ;INSTRUÇÃO;AVIÃO;PIPER AIRCRAFT;PA-34-200;PA34;PISTÃO;BIMOTOR;1814;1814;6;1972;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;INSTRUÇÃO;NENHUM;0
40288;PRGTH;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;79000;79000;194;2006;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
40290;PPPJE;REGULAR;AVIÃO;EMBRAER;ERJ 170-200 LR;E170;JATO;BIMOTOR;38790;38790;93;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
40291;PRGGH;REGULAR;AVIÃO;BOEING COMPANY;737-8EH;B738;JATO;BIMOTOR;70533;70533;197;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
40292;PPPTT;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212A;AT72;TURBOÉLICE;BIMOTOR;22500;22500;73;2010;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;REGULAR;NENHUM;0
40293;PTWEZ;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;182G;C182;PISTÃO;MONOMOTOR;1270;1270;5;1964;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;PRIVADA;NENHUM;0
40294;PRDCA;INSTRUÇÃO;AVIÃO;AEROMOT;AMT-600;GURI;PISTÃO;MONOMOTOR;900;900;2;2005;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;INSTRUÇÃO;NENHUM;0
40295;PRMBL;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-233;A320;JATO;BIMOTOR;77000;77000;184;2003;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0
40296;PTVMA;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1990;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;PRIVADA;NENHUM;0
40307;PRJFS;INSTRUÇÃO;AVIÃO;AEROMOT;AMT-600;GURI;PISTÃO;MONOMOTOR;900;900;2;2006;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;INSTRUÇÃO;LEVE;0
40310;PTRVK;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1984;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;NENHUM;0
40311;PRCHD;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2006;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
40312;PRLCM;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2006;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
40314;PTMFU;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-300;AT43;TURBOÉLICE;BIMOTOR;16700;16700;50;1987;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;LEVE;0
40316;PPIEG;***;HELICÓPTERO;HELIBRAS;AS 350 B2;AS50;TURBOEIXO;MONOMOTOR;2250;2250;6;2006;BRASIL;BRASIL;HELICÓPTERO;ADMINISTRAÇÃO DIRETA;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;POLICIAL;SUBSTANCIAL;0
40318;PUDAB;EXPERIMENTAL;ULTRALEVE;***;FK9 MK3;ULAC;PISTÃO;MONOMOTOR;464;464;2;2000;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;EXPERIMENTAL;NENHUM;0
40320;PROAE;REGULAR;AVIÃO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107;1992;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
40321;PRBOR;PARTICULAR;AVIÃO;BEECH AIRCRAFT;58;BE58;PISTÃO;BIMOTOR;2449;2449;6;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;PRIVADA;NENHUM;0
40322;PTIBY;TÁXI AÉREO;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;MONOMOTOR;1179;1179;4;1972;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;LEVE;0
40323;PRMSE;PARTICULAR;AVIÃO;CIRRUS DESIGN;SR22;SR22;PISTÃO;MONOMOTOR;1542;1542;4;2007;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
40324;PPPSB;REGULAR;AVIÃO;EMBRAER;EMB-120ER;E120;TURBOÉLICE;BIMOTOR;11990;11990;34;1995;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;REGULAR;NENHUM;0
40325;PTOXO;***;AVIÃO;CESSNA AIRCRAFT;172C;C172;PISTÃO;MONOMOTOR;1020;1020;4;1962;BRASIL;BRASIL;AVIÃO;PARTICULAR;CURRAIS NOVOS;SENADOR NILO COELHO;POUSO;PRIVADA;NENHUM;0
40326;PPLCQ;PARTICULAR;AVIÃO;PIPER AIRCRAFT;PA-31T;PAY2;TURBOÉLICE;BIMOTOR;4082;4082;8;1978;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;NENHUM;0
40327;PRRIA;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;T206H;C206;PISTÃO;MONOMOTOR;1633;1633;6;2009;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;PRIVADA;NENHUM;0
40328;PTGRY;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-201A;IPAN;PISTÃO;MONOMOTOR;1800;1800;1;1978;BRASIL;BRASIL;AVIÃO;AGRÍCOLA;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;AGRÍCOLA;SUBSTANCIAL;0
40329;PTOGQ;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;208;C208;TURBOÉLICE;MONOMOTOR;3629;3629;11;1985;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;TÁXI AÉREO;LEVE;0
40330;N245AY;***;AVIÃO;BOEING COMPANY;767-201;***;JATO;BIMOTOR;0;0;0;1987;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;***;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;***;NENHUM;0
40331;PRPMV;TÁXI AÉREO;AVIÃO;DASSAULT AVIATION;FALCON 900EX (EASY);F900;JATO;TRIMOTOR;22226;22226;17;2008;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;TÁXI AÉREO;NENHUM;0
40332;PRCHG;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2007;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;APROXIMAÇÃO FINAL;TÁXI AÉREO;NENHUM;0
40349;PRMAB;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;70000;70000;184;2001;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
40350;PTFBU;***;AVIÃO;BRITTEN-NORMAN;BN-2A-9;BN2P;PISTÃO;BIMOTOR;2858;2858;10;1971;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO INDIRETA;ATLAS BRASIL CANTANHEDE;FORA DE AERODROMO;SUBIDA;PRIVADA;LEVE;0
40351;PRMBW;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A319-132;A319;JATO;BIMOTOR;75500;75500;154;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;REGULAR;LEVE;0
40352;PPPTV;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-500;AT45;TURBOÉLICE;BIMOTOR;18600;18600;52;1996;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;ESPERA;REGULAR;NENHUM;0
40412;PTZAL;EXPERIMENTAL;AVIÃO;***;FALCAO AG-21;ZZZZ;PISTÃO;MONOMOTOR;1100;1100;2;2009;BRASIL;BRASIL;AVIÃO;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;POUSO;EXPERIMENTAL;LEVE;0
40413;PRLCC;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76C;S76;TURBOEIXO;BIMOTOR;5307;5307;14;2004;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
40414;PRMAY;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-232;A320;JATO;BIMOTOR;77000;77000;166;2006;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;INDETERMINADA;REGULAR;LEVE;0
40447;PRKIM;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;PISTÃO;MONOMOTOR;1134;1134;4;2005;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;MARECHIARO;JACAREPAGUÁ;CRUZEIRO;PRIVADA;DESTRUÍDA;0
40489;PRAYE;REGULAR;AVIÃO;EMBRAER;ERJ 190-200 IGW;E190;JATO;BIMOTOR;52290;52290;125;2009;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
40508;PTLLH;PARTICULAR;AVIÃO;BEECH AIRCRAFT;B60;BE60;PISTÃO;BIMOTOR;3073;3073;6;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CIRCUITO DE TRÁFEGO;PRIVADA;NENHUM;0
40554;PREBM;***;AVIÃO;AIR TRACTOR;AT-802;AT8T;TURBOÉLICE;MONOMOTOR;7258;7258;2;2003;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;RESENDE;FORA DE AERODROMO;MANOBRA;POLICIAL;DESTRUÍDA;2
40572;PTWQP;***;AVIÃO;CESSNA AIRCRAFT;152;C152;PISTÃO;MONOMOTOR;757;757;2;1982;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;SALGADO FILHO;SALGADO FILHO;DECOLAGEM;INSTRUÇÃO;SUBSTANCIAL;0
40573;PTCHQ;***;AVIÃO;CESSNA AIRCRAFT;172F;C172;PISTÃO;MONOMOTOR;1043;1043;4;1965;BRASIL;BRASIL;AVIÃO;PARTICULAR;CIRILO QUEIRÓZ;BAHIA - JORGE AMADO;CRUZEIRO;PRIVADA;LEVE;0
40575;PTVKR;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;MONOMOTOR;1633;1633;7;1990;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;TÁXI;TÁXI AÉREO;LEVE;0
40576;PRSEH;TÁXI AÉREO;HELICÓPTERO;EUROCOPTER FRANCE;AS 365 N3;AS65;TURBOEIXO;BIMOTOR;4250;4250;13;2005;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;TÁXI AÉREO;NENHUM;0
40577;PTYAY;TÁXI AÉREO;HELICÓPTERO;SIKORSKY AIRCRAFT;S-76A;S76;TURBOEIXO;BIMOTOR;4763;4763;14;1984;BRASIL;BRASIL;HELICÓPTERO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;TÁXI AÉREO;NENHUM;0
40579;PTVMA;PARTICULAR;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1990;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;RETA FINAL;PRIVADA;NENHUM;0
40581;PTIMX;PARTICULAR;AVIÃO;CESSNA AIRCRAFT;182P;C182;PISTÃO;MONOMOTOR;1338;1338;4;1973;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;PRIVADA;LEVE;0
40583;PPEPS;***;AVIÃO;BEECH AIRCRAFT;C90A;BE9L;TURBOÉLICE;BIMOTOR;4581;4581;8;1996;BRASIL;BRASIL;AVIÃO;ADMINISTRAÇÃO DIRETA;DEPUTADO LUÍS EDUARDO MAGALHÃES;PORTO SEGURO;DECOLAGEM;POLICIAL;LEVE;0
40617;PRMYA;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-214;A320;JATO;BIMOTOR;77000;77000;184;2008;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;LEVE;0
40620;PROAJ;***;AVIÃO;FOKKER;F28MK0100;F100;JATO;BIMOTOR;44450;44450;107;1992;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CRUZEIRO;REGULAR;NENHUM;0
40621;PTNZO;***;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-711ST;P28T;PISTÃO;MONOMOTOR;1315;1315;4;1980;BRASIL;BRASIL;AVIÃO;PARTICULAR;MORADA NOVA DE MINAS;EMBAIXADOR WALTHER MOREIRA SALLES;POUSO;PRIVADA;LEVE;0
40622;PTFED;TÁXI AÉREO;AVIÃO;NEIVA INDUSTRIA AERONAUTICA;EMB-720D;PA32;PISTÃO;MONOMOTOR;1633;1633;7;1986;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;TÁXI AÉREO;LEVE;0
40623;PRTTJ;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-72-212;AT72;TURBOÉLICE;BIMOTOR;22000;22000;71;1995;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;REGULAR;NENHUM;0
40624;PRMTL;REGULAR;AVIÃO;BOEING COMPANY;727-2J7;B722;JATO;TRIMOTOR;88451;88451;173;0;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;LEVE;0
40652;PPGJZ;***;AVIÃO;AERO BOERO;AB-115;AB11;PISTÃO;MONOMOTOR;770;770;2;1992;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;NENHUM;0
40732;PTBXF;***;AVIÃO;CESSNA AIRCRAFT;150E;C150;PISTÃO;MONOMOTOR;726;726;2;1965;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;DEPUTADO LUÍS EDUARDO MAGALHÃES;DEPUTADO LUÍS EDUARDO MAGALHÃES;MANOBRA;INSTRUÇÃO;NENHUM;0
40774;PTMZN;REGULAR;AVIÃO;AIRBUS INDUSTRIE;A320-231;A320;JATO;BIMOTOR;77000;77000;183;1993;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
40791;PPPTV;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-500;AT45;TURBOÉLICE;BIMOTOR;18600;18600;52;1996;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
40793;PRMCS;***;AVIÃO;AEROMOT;AMT-600;GURI;PISTÃO;MONOMOTOR;900;900;2;2008;BRASIL;BRASIL;AVIÃO;INSTRUÇÃO;PORTO NACIONAL;FORA DE AERODROMO;CORRIDA APÓS POUSO;INSTRUÇÃO;SUBSTANCIAL;0
40819;PTVAF;TÁXI AÉREO;AVIÃO;EMBRAER;EMB-810D;PA34;PISTÃO;BIMOTOR;2155;2155;7;1985;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;TÁXI AÉREO;LEVE;0
40821;PUFDN;EXPERIMENTAL;ULTRALEVE;CHS AMAZONAS IMP E EXP LTDA;SEAMAX M22;ULAC;PISTÃO;MONOMOTOR;600;600;2;2008;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;NENHUM;0
40823;PTRFY;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1981;BRASIL;BRASIL;AVIÃO;PARTICULAR;SÍLVIO NAME JÚNIOR;SÃO SEBASTIÃO;POUSO;PRIVADA;LEVE;0
40825;PRMLR;TÁXI AÉREO;AVIÃO;LEARJET;60;LJ60;JATO;BIMOTOR;10660;10660;10;2008;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;ESTACIONAMENTO;TÁXI AÉREO;LEVE;0
40826;PTMFM;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-300;AT43;TURBOÉLICE;BIMOTOR;16700;16700;50;1994;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DESCIDA;REGULAR;NENHUM;0
40827;PTMFM;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-300;AT43;TURBOÉLICE;BIMOTOR;16700;16700;50;1994;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
40834;PRRRN;TÁXI AÉREO;AVIÃO;HAWKER BEECHCRAFT;390;PRM1;JATO;BIMOTOR;5670;5670;8;2008;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;TÁXI AÉREO;LEVE;0
40835;N3045P;***;HELICÓPTERO;ROBINSON HELICOPTER;R44 II;R44;TURBOEIXO;MONOMOTOR;0;0;0;2007;ESTADOS UNIDOS;ESTADOS UNIDOS;HELICÓPTERO;***;ROMEU ZEMA;MÁRIO DE ALMEIDA FRANCO;CRUZEIRO;***;NENHUM;0
40837;PRRLJ;NÃO REGULAR;AVIÃO;BOEING COMPANY;727-214F;B722;JATO;TRIMOTOR;88360;88360;7;1978;BRASIL;BRASIL;AVIÃO;NÃO REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;REGULAR;NENHUM;0
40839;PRIMD;***;AVIÃO;CESSNA AIRCRAFT;210;***;PISTÃO;MONOMOTOR;1814;1814;0;0;BRASIL;BRASIL;AVIÃO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;LEVE;0
40842;PRFMB;PARTICULAR;HELICÓPTERO;AGUSTA;A109E;A109;TURBOEIXO;BIMOTOR;2850;2850;8;2006;BRASIL;BRASIL;HELICÓPTERO;PARTICULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;PRIVADA;LEVE;0
40843;PURIZ;EXPERIMENTAL;ULTRALEVE;***;CONQUEST 180;ULAC;PISTÃO;MONOMOTOR;750;750;2;2009;BRASIL;BRASIL;ULTRALEVE;EXPERIMENTAL;FORA DE AERODROMO;FORA DE AERODROMO;DECOLAGEM;EXPERIMENTAL;SUBSTANCIAL;0
40853;PTMFM;REGULAR;AVIÃO;AEROSPATIALE AND ALENIA;ATR-42-300;AT43;TURBOÉLICE;BIMOTOR;16700;16700;50;1994;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;CORRIDA APÓS POUSO;REGULAR;NENHUM;0
40855;PTEUJ;***;AVIÃO;EMBRAER;EMB-810C;PA34;PISTÃO;BIMOTOR;2073;2073;7;1979;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FLORES;MAUÉS;SUBIDA;TÁXI AÉREO;DESTRUÍDA;6
40933;PTJQE;***;AVIÃO;PIPER AIRCRAFT;PA-28R-200;P28R;PISTÃO;MONOMOTOR;1179;1179;4;1974;BRASIL;BRASIL;AVIÃO;PARTICULAR;CÁCERES;CÁCERES;APROXIMAÇÃO FINAL;PRIVADA;SUBSTANCIAL;0
41053;PTGKQ;***;AVIÃO;EMBRAER;EMB-110P;E110;TURBOÉLICE;BIMOTOR;5600;5600;20;1976;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;SOROCABA;ADALBERTO MENDES DA SILVA;POUSO;TÁXI AÉREO;DESTRUÍDA;0
41054;PTKIJ;TÁXI AÉREO;AVIÃO;CESSNA AIRCRAFT;210L;C210;PISTÃO;MONOMOTOR;1724;1724;6;1974;BRASIL;BRASIL;AVIÃO;TÁXI AÉREO;FORA DE AERODROMO;FORA DE AERODROMO;OUTRA FASE;TÁXI AÉREO;LEVE;0
41132;PPVQU;REGULAR;AVIÃO;BOEING COMPANY;727-2J7;B722;JATO;TRIMOTOR;88360;88360;7;1974;BRASIL;BRASIL;AVIÃO;REGULAR;FORA DE AERODROMO;FORA DE AERODROMO;SUBIDA;REGULAR;NENHUM;0
41155;N313PC;***;AVIÃO;PIPER AIRCRAFT;PA-42;***;PISTÃO;BIMOTOR;5000;5000;0;0;ESTADOS UNIDOS;ESTADOS UNIDOS;AVIÃO;PARTICULAR;MUNICIPAL JOÃO WINCKLER;AEROPORTO ESTADUAL DE JUNDIAÍ;CORRIDA APÓS POUSO;***;SUBSTANCIAL;0
